,Name
117,Center for Intelligent Information Retrieval | UMass Amherst
118,Center for Neural Science
119,"Center for Research in Computer Vision, University of Central Florida"
120,Center for Signal and Image Processing
121,Center for the Study of Complex Systems at University of Michigan
122,"Center for Vision, Cognition, Learning and Autonomy, UCLA"
123,Central Research Lab@ Italian Institute of Technology
124,Chemical Engineering and Materials Science Department at the University of Minnesota
125,"Churchill Lab, The Jackson Laboratory Cancer Center"
126,CIFAR program on Learning in Machines and Brains
127,"CILVR Lab, NYU"
128,City University of Hong Kong - Department of Computer Science
129,Clarifai
130,CLIP Laboratory at Maryland
131,Cloud Factory
132,cloudbrain
133,CloudMinds
134,CLOUDWALK
135,CLRL Computer Learning Research Centre - University of London
136,CMU School of Computer Science
137,COBOT
138,CodeHatch Corp
139,"COGNITIVE SYSTEMS LABORATORY, UCLA"
140,CognitiveScale
141,Coherent AI
142,"College of Engineering and Computer Science,UCF - Machine Perception & Learning Research Group"
143,College of Information and Computer Sciences | UMass Amherst
144,Colu
145,Columbia College | Columbia University - Political Science
146,Columbia University - Department of Mathematics
147,Columbia University - Foundations of Data Science Center
148,Columbia University - Machine Learning Lab
149,Columbia University Natural Language Processing research
150,Combinatorics and Optimization | University of Waterloo
151,CompLACS (Composing Learning for Artificial Cognitive Systems)
152,"Computational and Information Systems Laboratory (CISL), UCAR"
153,"Computational Biophysical Chemistry, University of Oklahoma"
154,"Computational Intelligence and Self-Adaptive Systems (CISA) Laboratory, University of Rhode Island"
155,"computational learning and motor control lab, University of Southern California"
156,"COMPUTATIONAL LINGUISTICS GROUP, Oxford"
157,"Computational Logic and Argumentation, Imperial College London"
158,"Computational Neuroscience Research Group, University of Waterloo"
159,"Computational statistics group, Oxford"
160,Computer & Information Sciences at the University of Delaware
161,Computer Science and Artificial Intelligence Laboratory(MIT-CSAIL)
162,"Computer Science and Engineering - Polinternational - Politecnico di Milano, Italy"
163,"Computer Science and Engineering department, Hongkong University"
164,Computer Science at UBC - The University of British Columbia
165,Computer Science Degrees | Study at Deakin University
166,"Computer Science Department , Stanford University"
167,Computer Science Division University of California at Berkeley
168,"Computer science, UC Berkeley."
169,"Computer Science, University of Florida"
170,"Computer Science, University of Illinois"
171,"Computer Science, University of Washington"
172,"Computer Sciences Department, University of Wisconsin"
173,"Computer Vision Lab, CMU"
174,"Computer vision research, Microsoft"
175,"Computing and Information Science, Sandia National Laboratories"
176,"Context, Learning and User Experience for Search (CLUES) Group, Microsoft Research"
177,Copernican Group
178,Cornell University - Computer Science
179,"Cornell University - Computer Science, Cornell Tech"
180,Cornell University - Robot Learning Lab
181,Corporation Pop
182,"Courant Institute, New York University"
183,CreditX
184,"CRM probability laboratory, Centre de Recherches Mathématiques (http://problab.ca/yul/en/about/)"
185,"CS Dept., Indiana U."
186,"CS Theory Research Group, University of Pennsylvania"
187,csai@tsinghua
188,"CVA Group, Stanford University"
189,"Cyber Security and Information Sciences,MIT"
190,Cybermetrics Lab of Consejo Superior de Investigaciones Científicas(CSIC)
191,Cycorp
192,"DAGS, Stanford"
193,DAGS: Professor Daphne Koller's research group
194,Dark Blue Labs
195,Dartmouth college - The Brain Engineering Laboratory
196,"Data Intelligence Group(DatInG), University of Lille"
197,"Data Mining Group (DMG), University of Illinois at Urbana-Champaign"
198,Data Science Hub
199,"data science lab ,Department of Software and Information Systems Engineering, Faculty of Engineering Sciences, Ben-Gurion University of the Negev"
200,"Data visualization, analytics, and platform, Microsoft"
201,Datagrand
202,"David R. Cheriton School of Computer Science, University Of Waterloo"
203,DBpedia
204,"DBS, LMU"
205,"Decentralized autonomous society, DAS."
206,"Decentralized Information Group, MIT"
207,Decision Tree Labs
208,Deep Cam
209,Deep Learning for Machine Reading Comprehension
210,"Deep Learning group, Microsoft Research, Redmond, WA, USA."
211,Deep Learning Neural Networks
212,Deephi
213,DeepMind
214,deepmotion
215,"DELPHI, CMU"
216,Delta Entropy
217,"Department of Chemistry - Umeå, Sweden"
218,Department of Computer Science & Engineering at the University of Minnesota
219,"Department of Computer Science and Engineering Indian Institute of Technology Kharagpur：Dept. of CSE,IIT Kgp - IIT Kharagpur (http://cse.iitkgp.ac.in/)"
220,Department of Computer Science and Engineering-University of California
221,"Department of Computer Science and Operations Research, University of Montreal"
222,"Department of Computer Science, University of Alberta"
223,"Department of Computer Science, University of Toronto"
224,"Department of Computer Science, University of Tübingen"
225,Department of Computing | Study | Imperial College London
226,Department of Electrical and Electronic - Personal Robotics Laboratory
227,Department of Electrical Engineering University of Texas at Dallas
228,"Department of Mathematics, University of Toronto"
229,"Department of Philosophy, University of California"
230,Department of Psychology - Dietrich College of Humanities and Social Sciences
231,Department of Statistics - Stanford University
232,Digital Creativity Labs
233,"DIGITAL LIBRARIES & WEB INFORMATION, Cornell"
234,Dispatch
235,"Disseminating Science Institute, NHK"
236,DMLC - Distributed (Deep) Machine Learning Community
237,DNNresearch
238,DTG Digital Technology Group
239,Duke University - Electrical and Computer Engineering
240,"Durbin Group, sanger institute"
241,Eddy/Rivas Laboratory
242,Edinburgh Centre for Robotics
243,Education University of Hong Kong - Department of Mathematics and Information Technology
244,efy
245,EJGTA (Electronic Journal of Graph Theory and Applications)
246,"Electrical and Computer Engineering Department, NYU School of Engineering"
247,Electrical Engineering | Stanford University
248,Elevoc
249,Elijah Home - Carnegie Mellon University
250,"Embodied AI & Neurorobotics Lab, South Denmark University"
251,Emory Intelligent Information Access Lab
252,Emotibot
253,"Engineering Imperial College London, United Kingdom"
254,Engineering Statistics School of Industrial and Systems Engineering-Georgia Institute of Technology
255,"Ermon Group, Stanford"
256,ETH Zurich - Data Analytics Laboratory
257,ETH Zurich - Signal and Information Processing Lab (ISI)
258,European conference on computer vision
259,European Neural Network Society
260,"Evolving Artificial Intelligence Lab, University of Wyoming"
261,Extremevision
262,Face++
263,Facebook AI Research(FAIR)
264,Facebook Computer Vision
265,FaceOS
266,"Faculty of Computer Science | UNB, University of New Brunswick"
267,"Faculty of Organizational Sciences, University of Maribor"
268,Faculty of ScienceDepartment of Statistics
269,FANUC
270,Feature Labs
271,Federation University Australia - Faculty of Science and Technology
272,ForwardX
273,"Foundations of Data Science (MIFODS), MIT"
274,Frankfurt Institute for Advanced Studies (FIAS)
275,Free University of Bozen-Bolzano - Research Centre for Knowledge and Data (KRDB)
276,Fudan University
277,Gachon University - Department of Energy IT
278,"Game Theory & Mechanism Design Research Laboratory, IUT"
279,"Game Theory Lab, CSA"
280,Game Theory Society
281,GEETEST
282,George Mason University - Department of Electrical and Computer Engineering
283,GEORGE W. DONAGHEY COLLEGE OF ENGINEERING AND INFORMATION TECHNOLOGY
284,Georgia Institute of Technology - Mobile Robot Lab
285,Ghent University
286,"Ginzton Laboratory, Stanford"
287,Goettingen University - Department of Mathematics
288,Google - Natural Language Understanding
289,Google - Natural Language Understanding Team
290,Google - Speech Processing
291,Google AI
292,Google Brain
293,Google gmail labs
294,Google Machine Perception Team
295,Google Natural Language Process Group
296,Google NLP
297,Google Quantum A.I. Lab Team
298,Google RASIR
299,Google Research
300,Google VR
301,GPS: The Global Positioning System
302,Graduate University of Advanced Technology - Electrical Engineering
303,GRASP Laboratory
304,Griffith University - Institute for Integrated and Intelligent Systems
305,Groove Jones
306,GroupLens
307,GT Silicon Pvt Ltd
308,gtcom
309,Hanson Robotics
310,HAOMAIYI
311,Harvard - CoxLab
312,Harvard - Intelligent Probabilistic Systems (HIPS) group
313,Harvard Biodesign Lab
314,Harvard Mathematics Department : Home page - Harvard University
315,Harvard natural-language processing group(Harvard - NLP)
316,"Harvard University - Cognition, Brain, & Behavior"
317,Harvard University - Department of Statistics
318,HCI Lab - University of Udine - A knowledge-based system
319,Hebrew University of Jerusalem - Computer Science
320,HIKVISION
321,HKUST Big Data Institute
322,Honda Robotics
323,Hong Kong Polytechnic University - Department of Computing
324,Horizon Robotics
325,HP labs-Information Theory Research Group
326,Huawei Noah Ark Research Lab
327,huiyihuiying
328,"Human Language Technology (HLT) Group,MIT"
329,"Human Language Technology Center of Excellence, Johns Hopkins University"
330,"Human-Centered Data Science Lab, University of Washington"
331,"Human-Computer Interaction (HCI) and Social Computing, Cornell Tech"
332,"Human-computer interaction, Microsoft"
333,"Humanoid Research Group @ National Institute of Advanced Industrial Science and Technology(AIST), Japan"
334,HumAnS Lab@Georgia Tech
335,HYDATA
336,IAPR-TC11
337,IBM Almaden Research Center San Jose
338,IBM research
339,IBM Research AI team
340,IBM Watson
341,IBM Watson Internet of Things (IoT)
342,"iCAM (the Integrated Catchment Assessment and Management Centre), ANU"
343,iCarbonX
344,IceKredit
345,ICFO-The Institute of Photonic Sciences Castelldefels (Barcelona)
346,IDEAL: Intelligent Data Exploration and Analysis Laboratory
347,IDSIA (Istituto Dalle Molle di Studi sull'Intelligenza Artificiale)
348,IEEE Computational Intelligence Society
349,iFLYTEK
350,IHMC (Institute for Human & Machine Cognition)
351,Image Compression Research Group@Tietojenkäsittelytieteen laitos
352,"Image Group, NIST"
353,Image processing research group at UCLA
354,Imperial College - Dyson Robotics Lab
355,Imperial London College Hamlyn Centre
356,indico Research
357,Industrial Engineering & Management Sciences | Northwestern
358,Industrial Engineering & Operations Research | Berkeley Engineering
359,Industrial Engineering and management science at Northwestern University
360,Infervision
361,Informatics Institute - University of Amsterdam
362,"Information and Language Processing Systems group, University of Amsterdam"
363,"Information Extraction and Synthesis Laboratory, UMass"
364,"Information Retrieval Group, Department of Computer Science and Technology @Tsinghua University"
365,"Information Retrieval group, University of Glasgow"
366,Information Systems Laboratory - Stanford University
367,Information Technology Services (ITS)
368,INRIA Mathematical Programming
369,INRIA Numerical Optimization
370,Institute for Big Data Analytics
371,"Institute for Healthcare Policy and Innovation, University of Michigan"
372,Institute for Neural Computation
373,"Institute for Quantum Computing, University of Waterloo"
374,Institute of Applied Mechanics@Technical University of Munich(TUM)
375,Institute of Bioinformatics Johannes Kepler University Linz
376,"Institute of Bioinformatics, Johannes Kepler University Linz"
377,Institute of Catalysis
378,"Institute of Cognitive Science, University of Colorado"
379,Institute of Theoretical Computer Science
380,"Instituto de Sistemas e Robótica, Instituto Superior Técnico"
381,"InSyTe Lab, Lehigh University"
382,Intel
383,Interaction Lab at the University of Southern California
384,International Laboratory of Decision Choice and Analysis
385,International Neural Network Society
386,Internet of Things | Coordinated Science Laboratory
387,IoT Recorder — MIT Media Lab
388,iPampas
389,IRIDIA
390,IrisKing
391,iRobot
392,ISCA (International Symposium on Computer Architecture)
393,ITSOC
394,JD FINANCE
395,Jinritoutiao artificial intelligence laboratory
396,Johns Hopkins University
397,Johns Hopkins University Applied Physics Laboratory
398,KAUST Research on the shores of the Red Sea
399,Kawasaki Japan robotic company
400,"Key Laboratory of Computer Science, Chinese Academy of Sciences"
401,Key Laboratory of Machine Perception
402,Kika Tech
403,Kiwi Technology
404,"Knowledge Representation Lab, Texas Tech University"
405,"Knowledge Systems Laboratory, Stanford University"
406,"Knowledge-Based Systems (KBS) group, University of Osnabruck"
407,"Knowledge-Based Systems Group, Computer Science Department at RWTH Aachen University"
408,"Knowledge-Based Systems Group: Candidate of Computer Science and Engineering, Kazan University"
409,Kuaishou Technology
410,KUKA
411,"Laboratory for Artificial Intelligence, University of Texas at Austin"
412,Laboratory for Cognitive Modeling
413,laboratory for database and data mining at Simon Fraser university
414,Laboratory for Image & Video Engineering at The University of Texas at Austin
415,Laboratory for Information and Decision Systems (MIT - LIDS)
416,"Laboratory for Intelligent Systems in Process Engineering, Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts"
417,"Laboratory of Probability Theory and Mathematical Statistics, Novosibirsk University"
418,Laboratory Quality Optimizer
419,Laiye
420,LAMDA
421,LCI lab@UBC
422,Learning Agents Center - George Mason University
423,"Learning and Intelligent Systems Group, MIT"
424,"Learning and Vision Lab, ECE, NUS"
425,"Learning, Artificial Intelligence, and Robotics Laboratory (LAIRLab) at Carnegie Mellon"
426,LeewayHertz
427,LeiShen Intelligent system
428,"Leonard N. Stern School of Business, New York University"
429,Lineup Lab
430,LinkingMed
431,Linköping University - Department of Computer and Information Science
432,"Linköping University - Department of Mathematics,"
433,LittlStar
434,Long-Lab， UC Ivrine
435,Lorraine Laboratory of Research in Computer Science
436,Los Alamos National Laboratory
437,Machine Learning Algorithms and Techniques
438,Machine Learning at UofT
439,Machine Learning for Data Science laboratory (MLDS) @ UMASS
440,Machine Learning for Humans
441,Machine Learning Group at the University of Cambridge
442,"Machine Learning Group, Microsoft Research Asia"
443,"Machine Learning Group, University of Toronto"
444,"Machine Learning Lab,University of Trieste"
445,Machine Learning Laboratory@UMASS
446,"Machine Learning Research Group, KULeuven"
447,Machine Translation Group at The Johns Hopkins University
448,Magic Leap
449,Malong Technologies
450,Management Science and Engineering - Stanford University
451,Marble
452,Martin Müller's group on Combinatorial Game Theory
453,Martin Müller's research group
454,Mathematical Optimization Society
455,"Mathematics Institute, University of Oxford"
456,"Mathematics, University of Singapore: Dept of Maths, NUS"
457,Max Planck Insitute of Quantum Optics Hans-Kopfermannstr
458,Max Planck Institute for Informatics
459,McGill School Of Computer Science - McGill University
460,Mediecogroup
461,Memorial University of Newfoundland Department of Computer Science
462,Microbiology & Molecular Genetics - Michigan State University
463,Microsoft
464,Microsoft Natural Language Computing Group(NLC)
465,Microsoft Research - Deep Learning Technology Center
466,"Microsoft Research AI, human language technologies"
467,"Microsoft Research AI, NLP Group"
468,"Microsoft Research AI, Perception and Interaction Group"
469,Microsoft Research Asia
470,Microsoft Research Lab - Redmond
471,Microsoft Research Media Computing Group
472,Microsoft's Artificial Intelligence and Research group
473,MILA（University of Montreal Montreal Institute for Learning Algorithms）
474,mindstrong
475,MINIEYE
476,MIT - BRL
477,MIT - CBCL
478,MIT - Massachusetts Institute of Technology
479,MIT Center for Extreme Quantum Information Theory (xQIT)
480,MIT CITIY-SCIENCE GROUP
481,MIT Collective learning
482,MIT Computational Cognitive Science Lab
483,MIT Department of Mechanical Engineering
484,MIT EECS: Homepage
485,MIT Machine Learning Group (MLG)
486,MIT Media Lab -Object based Media Group
487,MIT Media Lab -Scalable Cooperation Group
488,MIT Media Lab. living mobile group
489,MIT Media Lab: Affective Computing Group
490,MIT Media Lab: Human Dynamics Group
491,MIT Media Lab: Personal Robots Group
492,MIT Responsive Environment
493,MIT School of Engineering
494,MIT Speech Communication Group
495,MIT-IBM Watson AI Lab
496,Mobvoi
497,Modeling Intelligent Dynamical Systems Groups
498,Momenta
499,Monash University - Information Technology(Malaysia - IT)
500,MORAN
501,msp-lab
502,MSR AI
503,MSR India
504,MSRA Theory Group
505,"Muhammad Fadlisyah PMA Group, Informatics Department, University of Oslo： Olaf Owe - Department of Informatics (http://www.mn.uio.no/ifi/english/people/aca/olaf/)"
506,MUJIN
507,Multi-access Edge Computing (MEC) | Nokia
508,"Nanyang Technological University, Institute of Electrical and Electronic Engineering, Singapore"
509,"National Institute of Information Network and Multimedia, National Taiwan University"
510,Natural Language and Information Processing Research Group at University of Cambridge
511,Natural Language Processing Group at MIT CSAIL
512,"Natural Language Processing group, Microsoft"
513,Naturali
514,NEC Labs America
515,"NEC Research Laboratories, Data Science Research Laboratories"
516,NELL: Never-Ending Language Learning Research Project
517,NetEase
518,Network Coding and Reliably Communications Group @MIT RLE
519,"Network Systems, Nokia Bell Labs"
